ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112030","Public relations and fundraising managers",2018,"2018","true","true",12725,2769.3967057615787,75722.83850687623,9095.66747454913,133,"public-relations-and-fundraising-managers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472161","Plasterers & stucco masons",2018,"2018","true","true",197,344.59390023243947,8104.776649746193,,6,"plasterers-stucco-masons","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537065","Stockers and order fillers",2018,"2018","true","true",36694,4702.39368154521,31295.186842535564,3332.2457018574373,375,"stockers-and-order-fillers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2018,"2018","true","true",12812,2778.846863638603,48660.1436153606,6011.682585057694,161,"carpenters","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113012","Administrative services managers",2018,"2018","true","true",9481,2390.4962187064357,71580.73800232043,11742.177577829456,105,"administrative-services-managers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113013","Facilities managers",2018,"2018","true","true",29140,4190.609610194658,64084.112525737815,6241.250913855655,305,"facilities-managers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537064","Packers & packagers, hand",2018,"2018","true","true",9577,2402.567467101753,14063.694894016915,2987.146351443774,88,"packers-packagers-hand","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472181","Roofers",2018,"2018","true","true",621,611.814346762099,38422.64573268921,16286.647764892014,7,"roofers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113021","Computer & information systems managers",2018,"2018","true","true",72071,6589.467643538184,91739.17812989968,5277.5224136163215,788,"computer-information-systems-managers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","471011","Firstline supervisors of construction trades & extraction workers",2018,"2018","true","true",5661,1847.1965711692833,58437.08549726197,8647.127328506873,54,"firstline-supervisors-of-construction-trades-extraction-workers","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","4520XX","Miscellaneous agricultural workers, including animal breeders",2018,"2018","true","true",4288,1607.666339795161,17467.777751865673,4924.167473533095,47,"miscellaneous-agricultural-workers-including-animal-breeders","Educational Services, Health Care & Social Assistance","61-62","educational-services-health-care-social-assistance"
