ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,Slug Industry Sub-Sector
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113031","Financial managers",2017,"2017","true","true",17750,3270.7537121078717,92408.83735211268,13115.104728676732,192,"financial-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","475021","Earth drillers, except oil & gas",2017,"2017","true","true",15645,3070.7152282663696,46369.92374560562,5041.129718135641,167,"earth-drillers-except-oil-gas","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514120","Welding, soldering, & brazing workers",2017,"2017","true","true",76164,6773.882195419128,50498.984113229344,3107.9921926279617,695,"welding-soldering-brazing-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532010","Aircraft pilots & flight engineers",2017,"2017","true","true",852,716.6272256165659,99672.1396713615,13670.12086106225,11,"aircraft-pilots-flight-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","173020","Engineering technicians, except drafters",2017,"2017","true","true",16601,3163.1331839358118,50909.99572314921,4973.47448413137,163,"engineering-technicians-except-drafters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131199","Business operations specialists, all other",2017,"2017","true","true",4192,1589.5684462867523,72212.30582061068,22774.187872970917,36,"business-operations-specialists-all-other","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537081","Refuse & recyclable material collectors",2017,"2017","true","true",1310,888.604443747773,15327.309160305344,10469.471758049844,12,"refuse-recyclable-material-collectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474061","Railtrack laying & maintenance equipment operators",2017,"2017","true","true",455,523.696640725826,39544.82417582418,32049.286530978818,5,"railtrack-laying-maintenance-equipment-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514041","Machinists",2017,"2017","true","true",1347,901.0659453326709,41820.285077951004,14811.58993758789,14,"machinists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474051","Highway maintenance workers",2017,"2017","true","true",86841,7232.850212830393,41215.18668601237,2229.4892141381733,963,"highway-maintenance-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","173031","Surveying & mapping technicians",2017,"2017","true","true",6827,2028.52177529618,54758.15775596895,6974.398930267329,65,"surveying-mapping-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","531000","Supervisors of transportation & material moving workers",2017,"2017","true","true",2442,1213.2323965934318,52611.18755118755,14348.992217203022,23,"supervisors-of-transportation-material-moving-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514030","Machine tool cutting setters, operators, & tenders, metal & plastic",2017,"2017","true","true",1449,934.5592089929223,39303.08212560386,24451.599215599614,14,"machine-tool-cutting-setters-operators-tenders-metal-plastic","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474041","Hazardous materials removal workers",2017,"2017","true","true",3492,1450.7973137942176,35197.45733104238,8023.267159194335,26,"hazardous-materials-removal-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132011","Accountants & auditors",2017,"2017","true","true",68373,6418.248733933957,71497.09856229798,6292.2574738008725,712,"accountants-auditors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119041","Architectural & engineering managers",2017,"2017","true","true",3330,1416.7459511996549,134652.05405405405,31792.143406452222,40,"architectural-engineering-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","537021","Crane & tower operators",2017,"2017","true","true",22989,3722.211117365857,65729.90678150419,5323.929231799464,230,"crane-tower-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474031","Fence erectors",2017,"2017","true","true",24017,3804.510871109606,28048.464337760754,3427.5890538141616,195,"fence-erectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514010","Computer control programmers & operators",2017,"2017","true","true",545,573.1551626273989,52255.27889908257,23615.894705309263,7,"computer-control-programmers-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474021","Elevator installers & repairers",2017,"2017","true","true",18365,3326.9266539560394,91543.85178328342,11536.552023714683,185,"elevator-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","192040","Environmental scientists & geoscientists",2017,"2017","true","true",978,767.7905249913858,64245.654396728016,14346.969208263332,11,"environmental-scientists-geoscientists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112031","Public relations & fundraising managers",2017,"2017","true","true",370,472.25338200124366,93794.61081081082,62325.74250225288,6,"public-relations-fundraising-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132021","Appraisers & assessors of real estate",2017,"2017","true","true",433,510.8790225801396,55897.96766743649,28536.85552610103,5,"appraisers-assessors-of-real-estate","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","512090","Miscellaneous assemblers & fabricators",2017,"2017","true","true",8564,2271.9590448419685,32828.75221858944,4319.066135716543,61,"miscellaneous-assemblers-fabricators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474011","Construction & building inspectors",2017,"2017","true","true",30691,4300.660471799957,64814.92808966798,8076.23937581395,272,"construction-building-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5191XX","Miscellaneous production workers, including semiconductor processors",2017,"2017","true","true",15595,3065.8049568543206,40873.93901891632,5064.092069794392,109,"miscellaneous-production-workers-including-semiconductor-processors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","194031","Chemical technicians",2017,"2017","true","true",912,741.4311652038728,47606.82346491228,18346.917263954456,7,"chemical-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","512041","Structural metal fabricators & fitters",2017,"2017","true","true",1554,967.8275521376962,46138.589446589445,12725.134348361975,13,"structural-metal-fabricators-fitters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","473010","Helpers, construction trades",2017,"2017","true","true",32770,4443.9053614941395,24654.136618858713,2246.5905583092235,252,"helpers-construction-trades","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132031","Budget analysts",2017,"2017","true","true",1789,1038.4301739359703,69733.04024594746,14838.267726221517,15,"budget-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472XXX","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2017,"2017","true","true",117881,8426.035956270918,39259.13193814101,1891.438593161746,931,"brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","1940YY","Miscellaneous life, physical, & social science technicians, including social science research assistants",2017,"2017","true","true",1516,955.921282376383,26931.84696569921,14918.265075070938,19,"miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","5360XX","Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians",2017,"2017","true","true",2397,1202.002170800044,58994.042136003336,13356.951929925026,19,"miscellaneous-transportation-workers-including-bridge-lock-tenders-traffic-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119141","Property, real estate, & community association managers",2017,"2017","true","true",2900,1322.1157975139572,105271.05068965517,62101.05699020972,34,"property-real-estate-community-association-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113051","Industrial production managers",2017,"2017","true","true",5621,1840.6587859176173,77703.82280732966,12876.806910318026,64,"industrial-production-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","511011","Firstline supervisors of production & operating workers",2017,"2017","true","true",7580,2137.461093915563,72662.32071240105,13877.599120528332,69,"firstline-supervisors-of-production-operating-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","210000","Community & Social Service Occupations","211093","Social & human service assistants",2017,"2017","true","true",822,703.8975588515001,30684.789537712895,10331.589496743742,5,"social-human-service-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132051","Financial analysts",2017,"2017","true","true",1219,857.1855069256417,78452.83757178015,23965.812126742458,11,"financial-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537064","Packers & packagers, hand",2017,"2017","true","true",1635,992.7301996038304,30556.770642201835,11035.037246462438,10,"packers-packagers-hand","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472221","Structural iron & steel workers",2017,"2017","true","true",43762,5135.219349689761,56995.6122663498,4956.610159435762,392,"structural-iron-steel-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519198","Helpersproduction workers",2017,"2017","true","true",2980,1340.2274538488173,23799.962080536912,7351.924482314612,22,"helpersproduction-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472211","Sheet metal workers",2017,"2017","true","true",48270,5393.149245106247,45894.8608866791,2885.059259584116,408,"sheet-metal-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","2310XX","Lawyers, & judges, magistrates, & other judicial workers",2017,"2017","true","true",1864,1059.9734139737045,191037.20064377683,78779.01271374205,24,"lawyers-judges-magistrates-other-judicial-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","536051","Transportation inspectors",2017,"2017","true","true",544,572.6290927130736,55466.689338235294,21416.357921020353,6,"transportation-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","4990XX","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2017,"2017","true","true",29747,4234.017145662167,42972.04598783071,3906.0283087139983,247,"miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472181","Roofers",2017,"2017","true","true",195619,10851.568644781757,33076.90179379303,1284.0247988213255,1385,"roofers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519195","Molders, shapers, & casters, except metal & plastic",2017,"2017","true","true",3106,1368.2672069474688,50715.45814552479,34265.37656240269,20,"molders-shapers-casters-except-metal-plastic","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232011","Paralegals & legal assistants",2017,"2017","true","true",689,644.4412876677396,63668.21625544267,22188.14976814512,8,"paralegals-legal-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499098","Helpersinstallation, maintenance, & repair workers ",2017,"2017","true","true",2892,1320.2909658714839,18885.03907330567,5762.491593615085,22,"helpersinstallation-maintenance-repair-workers-","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472161","Plasterers & stucco masons",2017,"2017","true","true",19034,3386.9735804955253,36916.91488914574,9884.016836684903,151,"plasterers-stucco-masons","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119XXX","Miscellaneous managers",2017,"2017","true","true",290641,13222.863967331903,89491.02370622176,3793.1066220230173,2828,"miscellaneous-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232090","Miscellaneous legal support workers",2017,"2017","true","true",358,464.53211690281177,89548.1312849162,42267.584014863554,5,"miscellaneous-legal-support-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151121","Computer systems analysts (Legacy)",2017,"2017","true","true",1808,1043.9298451383663,68973.65984513274,22853.085727442416,19,"computer-systems-analysts-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472150","Pipelayers, plumbers, pipefitters, & steamfitters",2017,"2017","true","true",414192,15778.5062884859,48374.8919124464,1231.3227835266982,3608,"pipelayers-plumbers-pipefitters-steamfitters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151122","Information security analysts (Legacy)",2017,"2017","true","true",623,612.7987435165395,84683.42536115569,50909.80215073381,6,"information-security-analysts-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","253000","Other teachers & instructors",2017,"2017","true","true",3471,1446.4284752235512,61408.82771535581,14626.210295869083,28,"other-teachers-instructors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499096","Riggers",2017,"2017","true","true",415,500.1476089718885,61899.39036144578,17122.933309420896,5,"riggers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472140","Painters & paperhangers",2017,"2017","true","true",370237,14920.03114846166,32010.674986562663,1074.8864974453084,2703,"painters-paperhangers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499094","Locksmiths & safe repairers",2017,"2017","true","true",962,761.484171750471,51568.53638253638,6933.833699940592,6,"locksmiths-safe-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472130","Insulation workers",2017,"2017","true","true",37631,4762.032039352858,39482.84783821849,2964.4441672385165,299,"insulation-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271010","Artists & related workers",2017,"2017","true","true",1235,862.792620601879,27732.043724696356,20041.652908913173,10,"artists-related-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","5371XX","Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",2017,"2017","true","true",1267,873.8989218786837,26903.85319652723,14999.394202749312,8,"miscellaneous-material-moving-workers-including-mine-shuttle-car-operators-tank-car-truck-ship-loaders","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472121","Glaziers",2017,"2017","true","true",28531,4146.592047197887,45981.86646104237,3701.956768353875,247,"glaziers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151131","Computer programmers (Legacy)",2017,"2017","true","true",2594,1250.4200570428093,63580.555512721665,17240.250312524702,23,"computer-programmers-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271020","Designers",2017,"2017","true","true",20071,3478.0014392882335,62714.97483932041,8884.345411730706,211,"designers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499071","Maintenance & repair workers, general",2017,"2017","true","true",11347,2615.162048827259,39365.596016568255,7804.029972582636,106,"maintenance-repair-workers-general","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519191","Adhesive bonding machine operators & tenders",2017,"2017","true","true",2026,1105.0743558666315,35156.28627838105,8468.326467160343,14,"adhesive-bonding-machine-operators-tenders","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499060","Precision instrument & equipment repairers",2017,"2017","true","true",473,533.9549705580794,178264.28329809726,159248.7619731674,7,"precision-instrument-equipment-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472111","Electricians",2017,"2017","true","true",552244,18210.71225674499,48961.714349092064,1067.0249592191826,4913,"electricians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151134","Web developers (Legacy)",2017,"2017","true","true",569,585.6390876633237,24435.764499121266,20058.82260545985,7,"web-developers-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472080","Drywall installers, ceiling tile installers, & tapers",2017,"2017","true","true",125605,8697.481276900178,33127.59062935393,1721.6646847103252,865,"drywall-installers-ceiling-tile-installers-tapers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273031","Public relations specialists",2017,"2017","true","true",1315,890.2986236285864,61814.79163498099,18795.63088835868,12,"public-relations-specialists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537062","Laborers & freight, stock, & material movers, hand",2017,"2017","true","true",29315,4203.166655053155,30753.15712092785,3378.025129117619,258,"laborers-freight-stock-material-movers-hand","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273042","Technical writers",2017,"2017","true","true",975,766.6120354965608,52738.01641025641,17775.291109568712,5,"technical-writers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","47207X","Construction equipment operators except paving, surfacing, & tamping equipment operators",2017,"2017","true","true",245132,12145.464120395303,49654.48282557969,1712.391858540017,2594,"construction-equipment-operators-except-paving-surfacing-tamping-equipment-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519120","Painting workers",2017,"2017","true","true",3429,1437.6509658433918,38772.23592884223,22530.746432696204,26,"painting-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472071","Paving, surfacing, & tamping equipment operators",2017,"2017","true","true",13312,2832.545164588432,39414.237229567305,3889.887208871939,125,"paving-surfacing-tamping-equipment-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","274021","Photographers",2017,"2017","true","true",792,690.9333968439607,22596.502525252527,10767.189507460695,7,"photographers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499051","Electrical powerline installers & repairers",2017,"2017","true","true",17826,3277.747566489382,56250.52266352519,7265.1673671755225,155,"electrical-powerline-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","15113X","Software developers, applications & systems software",2017,"2017","true","true",2714,1279.0151555647665,83522.94620486366,18058.526722639002,27,"software-developers-applications-systems-software","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472061","Construction laborers",2017,"2017","true","true",1455577,29474.19929636533,35004.12915496741,590.8838530790503,11564,"construction-laborers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","2740XX","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",2017,"2017","true","true",1170,839.7808550965422,51585.24615384615,25933.869964609607,17,"broadcast-sound-engineering-technicians-radio-operators-media-communication-equipment-workers-all-other","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131023","Purchasing agents, except wholesale, retail, & farm products",2017,"2017","true","true",9940,2447.6726683445363,70527.45291750503,17105.549377349576,116,"purchasing-agents-except-wholesale-retail-farm-products","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","49904X","Industrial & refractory machinery mechanics",2017,"2017","true","true",6379,1960.8378534950145,47237.55369180122,6484.125536722341,61,"industrial-refractory-machinery-mechanics","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472050","Cement masons, concrete finishers, & terrazzo workers",2017,"2017","true","true",52870,5644.190716977878,39296.19281255911,2346.7211949403363,458,"cement-masons-concrete-finishers-terrazzo-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
