ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132082","Tax preparers",2016,"2016","true","true",582,592.2913385591953,57431.1323024055,45251.00810190551,6,"tax-preparers","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5170XX","Miscellaneous woodworkers, including model makers & patternmakers",2016,"2016","true","true",403,492.86352613257367,15391.342431761786,6827.297507714932,6,"miscellaneous-woodworkers-including-model-makers-patternmakers","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273042","Technical writers",2016,"2016","true","true",793,691.3694225518847,123526.60403530895,124468.01125020988,8,"technical-writers","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","419091","Doortodoor sales workers, news & street vendors, & related workers",2016,"2016","true","true",1655,998.7833315315046,23623.585498489425,8754.087386338142,14,"doortodoor-sales-workers-news-street-vendors-related-workers","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","517041","Sawing machine setters, operators, & tenders, wood",2016,"2016","true","true",552,576.8242008703244,24006.880434782608,16628.035764405035,6,"sawing-machine-setters-operators-tenders-wood","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","172110","Industrial engineers, including health & safety",2016,"2016","true","true",3750,1503.4354683759052,71733.28053333334,14200.376923315902,27,"industrial-engineers-including-health-safety","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472150","Pipelayers, plumbers, pipefitters, & steamfitters",2016,"2016","true","true",2809,1301.2071256346076,39092.58561765753,9862.798879844584,26,"pipelayers-plumbers-pipefitters-steamfitters","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","511011","Firstline supervisors of production & operating workers",2016,"2016","true","true",4594,1664.0385865461421,57039.17696996082,20871.25641320579,47,"firstline-supervisors-of-production-operating-workers","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","419099","Other Sales Workers",2016,"2016","true","true",11007,2575.68531577206,76936.25138548197,18681.558307595573,108,"other-sales-workers","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519080","Medical, dental, & ophthalmic laboratory technicians",2016,"2016","true","true",263,398.15506064943776,48821.665399239544,50152.97997585733,5,"medical-dental-ophthalmic-laboratory-technicians","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273043","Writers & authors",2016,"2016","true","true",1773,1033.7760784942845,58382.707839819515,21801.15475030084,19,"writers-authors","Wholesale Trade","42","wholesale-trade-42","42","Wholesale Trade","wholesale-trade"
